,sme_ban,point_est_date,total_sales,total_points,total_order,version
424,89052753,2023-06-14 13:32:04,19200,9600,1,NCF Model
425,81349846,2023-06-12 21:31:06,22800,11400,1,NCF Model
426,85900381,2023-06-10 01:51:03,156000,72000,5,NCF Model
427,92621603,2023-06-12 15:56:27,60000,30000,1,NCF Model
428,83467967,2023-06-14 16:35:47,36000,18000,1,NCF Model
429,82994239,2023-06-07 17:11:54,15000,7500,1,NCF Model
430,83563069,2023-06-05 11:29:30,0,0,0,NCF Model
431,82828268,2023-06-15 12:47:39,66800,30000,1,NCF Model
432,41289651,2023-06-19 14:07:21,60000,30000,2,NCF Model
433,46184662,2023-06-09 15:11:58,60000,30000,1,NCF Model
434,88621449,2023-06-12 11:08:53,18000,0,1,NCF Model
435,87465899,2023-06-08 20:34:55,0,0,0,NCF Model
436,85087148,2023-06-07 13:07:16,58800,29400,2,NCF Model
437,88649967,2023-06-16 09:49:51,60000,30000,1,NCF Model
438,50688089,2023-06-06 17:12:59,60000,30000,2,NCF Model
439,38504023,2023-06-01 15:06:49,40000,20000,1,NCF Model
440,94048288,2023-06-13 21:17:53,23400,11700,1,NCF Model
441,53222261,2023-06-02 14:12:25,66800,30000,1,NCF Model
442,92243953,2023-06-08 15:58:13,36000,18000,1,Random
443,88541776,2023-06-12 14:38:44,23856,11928,1,Random
444,90895654,2023-06-09 16:13:25,60000,30000,1,Random
445,92601418,2023-06-16 22:31:58,60000,30000,1,Random
446,17489341,2023-06-09 11:00:46,60000,30000,2,Random
447,30326840,2023-06-08 11:39:48,11700,5850,1,Random
448,82929553,2023-06-08 13:59:13,60000,30000,1,Random
449,91676740,2023-06-06 16:05:59,60000,30000,1,Random
450,24580133,2023-06-16 16:28:32,60000,30000,1,Random
451,94066530,2023-06-13 10:02:16,0,0,0,Random
452,12634845,2023-06-02 11:46:48,31200,15600,4,Random
453,82534643,2023-06-14 13:41:22,40000,20000,1,Random
454,92602660,2023-06-07 12:31:38,60000,30000,1,Random
455,92372816,2023-06-08 10:33:36,46800,23400,2,Random
456,91435412,2023-06-14 15:15:45,60000,30000,1,Random
457,87562652,2023-06-09 11:04:27,23856,11928,1,Random
458,92313198,2023-06-08 17:12:30,22800,11400,1,Random
459,13184522,2023-06-05 14:53:20,20000,10000,1,Random
460,89102661,2023-06-08 12:44:02,60000,30000,1,Random
461,28848576,2023-06-05 12:46:25,47400,23700,1,Random
462,90243507,2023-06-18 20:30:08,0,0,0,Random
463,88018434,2023-06-05 16:46:56,19200,9600,1,Random
464,37942432,2023-06-01 13:42:13,22800,11400,1,Random
465,81392651,2023-06-01 21:00:17,60000,30000,2,Random
466,93237894,2023-06-09 12:03:27,22800,11400,1,Random
467,25513230,2023-06-15 17:58:58,23400,11700,1,Random
468,24366577,2023-06-08 12:12:47,60000,30000,1,Random
469,82744943,2023-06-19 11:37:54,60000,30000,2,Random
470,54018533,2023-06-19 13:16:43,47000,23500,1,Random
471,91514767,2023-06-16 21:26:58,60000,30000,1,Random
472,88365567,2023-06-05 16:32:04,36000,18000,1,Random
473,27820706,2023-06-07 09:57:59,63000,30000,1,Random
474,91830808,2023-06-19 20:10:25,60000,30000,1,Random
475,92124598,2023-06-01 16:38:23,0,0,0,Random
476,87492208,2023-06-07 05:41:39,40000,20000,1,Random
477,45819744,2023-06-14 16:08:52,60000,30000,1,Random
478,94113436,2023-06-02 15:19:00,0,0,0,Random
479,9837206,2023-06-06 16:56:10,60000,30000,2,Random
480,89496779,2023-06-01 16:53:17,0,0,0,Random
481,91786943,2023-06-14 22:24:05,19200,9600,1,Random
482,41225854,2023-06-06 14:03:50,63856,30000,2,Random
483,93789517,2023-06-14 15:11:27,23400,11700,1,Random
484,28828993,2023-06-09 17:23:10,60000,30000,1,Random
485,54059914,2023-06-16 15:55:43,60000,30000,1,Random
486,2672566,2023-06-03 21:02:51,47000,23500,1,Random
487,85035368,2023-06-05 12:14:20,0,0,0,Random
488,90458226,2023-06-15 16:41:01,30000,15000,2,Random
489,91488584,2023-06-16 17:02:45,60000,30000,2,Random
490,90488811,2023-06-12 16:30:23,0,0,0,Random
491,88543155,2023-06-01 16:38:39,60000,30000,1,Random
492,94068164,2023-06-07 13:13:39,60000,30000,2,Random
493,89116497,2023-06-16 18:41:50,23400,11700,1,Random
494,29125660,2023-06-01 17:01:19,0,0,0,Random
495,53216964,2023-06-14 14:29:38,60000,30000,1,Random
496,90111631,2023-06-13 17:13:54,82800,41400,5,Random
497,25055889,2023-06-01 15:59:23,60000,30000,2,Random
498,93407074,2023-06-19 11:49:49,60000,30000,1,Random
499,43913414,2023-06-02 13:54:15,28800,14400,3,Random
500,55924837,2023-06-07 11:48:49,0,0,0,Random
501,93373525,2023-06-14 22:44:08,2388,1194,1,Random
502,91438522,2023-06-15 13:47:44,19200,9600,1,Random
503,92411655,2023-06-01 13:46:15,40068,20034,1,Random
504,82809044,2023-06-14 10:34:20,63000,30000,1,Random
505,89617823,2023-06-14 21:10:39,15750,7875,1,Random
506,12643598,2023-06-05 15:28:04,19200,9600,3,Random
507,87343881,2023-06-10 00:07:28,60000,30000,2,Random
508,86929772,2023-06-01 15:57:00,20700,10350,1,Random
509,87237853,2023-06-17 10:52:58,60000,30000,1,Random
510,88648854,2023-06-15 14:46:26,60000,30000,1,Random
511,87049780,2023-06-02 11:56:06,60000,30000,1,Random
512,20777155,2023-06-05 15:27:49,66800,30000,1,Random
513,85495600,2023-06-19 15:18:12,60000,30000,1,Random
514,87345537,2023-06-13 20:32:07,0,0,0,Random
515,90608745,2023-06-16 11:43:27,120000,30000,2,Random
516,83129299,2023-06-06 13:22:24,60000,30000,1,Random
517,83205681,2023-06-05 12:03:06,60000,30000,1,Random
518,41455855,2023-06-09 19:41:04,40000,20000,1,Random
519,42872914,2023-06-16 15:50:39,0,0,0,Random
520,88369183,2023-06-07 11:57:11,22800,11400,1,Random
521,91438585,2023-06-14 23:02:18,23400,11700,1,Random
522,50624240,2023-06-13 19:09:00,60000,30000,1,Random
523,50774577,2023-06-05 14:58:38,60000,30000,1,Random
524,38578501,2023-06-07 09:04:01,37080,18540,1,Random
525,53728677,2023-06-09 14:30:14,60000,30000,1,Random
526,91728992,2023-06-07 14:44:28,60000,30000,1,Random
527,76387398,2023-06-15 17:49:27,30000,15000,1,Random
528,72499457,2023-06-06 11:31:38,60000,30000,1,Random
529,80216663,2023-06-13 13:13:53,53000,26500,3,Random
530,47604939,2023-06-15 10:26:24,60000,30000,1,Random
531,24507339,2023-06-06 09:01:34,37500,18750,1,Random
532,88305528,2023-06-02 00:33:49,64800,30000,1,Random
533,22834202,2023-06-12 13:23:25,0,0,0,Random
534,72469658,2023-06-07 18:34:49,60000,30000,1,Random
535,85882588,2023-06-06 14:41:13,40000,20000,1,Random
536,28840618,2023-06-16 16:56:02,0,0,0,Random
537,91552868,2023-06-12 14:30:15,23400,11700,1,Random
538,91775299,2023-06-05 13:28:46,38400,19200,2,Random
539,47435625,2023-06-01 20:32:23,60000,30000,1,Random
540,94049723,2023-06-19 14:23:10,23400,11700,1,Random
541,91780933,2023-06-06 22:22:39,22800,11400,1,Random
542,94048983,2023-06-08 15:19:12,22800,11400,1,Random
543,72892368,2023-06-07 18:57:17,60000,30000,1,Random
544,82439520,2023-06-16 13:23:28,60000,30000,1,Random
545,88995328,2023-06-16 23:24:00,13176,6588,2,Random
546,53847630,2023-06-12 12:40:15,35400,17700,1,Random
547,58018231,2023-06-13 14:19:09,19200,9600,2,Random
548,25359840,2023-06-14 13:31:14,14400,7200,2,Random
549,91518124,2023-06-12 13:50:34,19200,9600,1,Random
550,87447942,2023-06-19 10:05:44,6588,3294,1,Random
551,89155821,2023-06-09 20:10:07,60000,30000,1,Random
552,56811255,2023-06-06 13:05:36,60000,30000,1,Random
553,54550353,2023-06-01 11:46:56,0,0,0,Random
554,64961881,2023-06-11 22:40:30,60000,30000,1,Random
555,91370092,2023-06-02 09:54:17,60000,30000,2,Random
556,92344158,2023-06-08 14:52:34,23400,11700,2,Random
557,91779915,2023-06-05 11:44:24,23400,11700,1,Random
558,50979994,2023-06-16 17:04:00,63000,30000,1,Random
559,99793806,2023-06-15 20:16:15,60000,30000,1,Random
560,83124148,2023-06-19 11:25:23,66800,30000,1,Random
561,90607372,2023-06-14 15:11:45,0,0,0,Random
562,50877722,2023-06-14 16:15:38,45000,22500,1,Random
563,92331421,2023-06-01 16:02:15,60000,30000,1,Random
564,90296721,2023-06-08 14:13:32,120000,60000,2,Random
565,25124627,2023-06-15 10:19:35,60000,30000,1,Random
566,52858243,2023-06-19 14:48:01,63000,30000,1,Random
567,87036602,2023-06-08 14:08:21,11700,5850,1,Random
568,42641169,2023-06-15 17:42:17,24400,12200,1,Random
569,72392504,2023-06-06 14:43:17,24000,12000,1,Random
570,70465001,2023-06-08 15:58:43,2388,1194,1,Random
571,85869446,2023-06-09 09:34:15,60000,30000,1,Random
572,92331225,2023-06-07 15:15:19,60000,30000,1,Random
573,91737893,2023-06-15 10:37:07,23856,11928,1,Random
574,94049792,2023-06-01 19:30:12,106200,47700,3,Random
575,90228668,2023-06-09 15:27:16,0,0,0,Random
576,88360893,2023-06-08 16:37:53,15600,7800,1,Random
577,39869605,2023-06-08 13:54:18,60000,30000,1,Random
578,22823084,2023-06-02 11:35:18,43200,21600,4,Random
579,91704767,2023-06-17 23:58:37,59000,29500,1,Random
580,47868447,2023-06-06 11:54:32,35400,17700,1,Random
581,89304890,2023-06-13 16:17:25,0,0,0,Random
582,92590524,2023-06-07 20:03:17,35256,17628,1,Random
583,27508297,2023-06-08 11:09:23,24000,12000,1,Random
584,45889500,2023-06-05 08:43:14,0,0,0,Random
585,28962457,2023-06-06 11:12:58,48000,24000,4,Random
586,52893558,2023-06-01 12:29:03,48000,24000,2,Random
587,94110260,2023-06-09 13:33:39,22800,11400,1,Random
588,93416910,2023-06-16 22:50:31,19200,9600,1,Random
589,83574283,2023-06-16 15:12:55,0,0,0,Random
590,85888464,2023-06-16 21:19:04,60000,30000,1,Random
591,25683847,2023-06-19 10:42:10,60000,30000,1,Random
592,91449470,2023-06-05 16:58:58,0,0,0,Random
593,22559492,2023-06-01 13:29:31,19200,9600,2,Random
594,26196850,2023-06-06 18:17:20,66800,30000,1,Random
595,91718426,2023-06-01 17:56:51,19200,9600,1,Random
596,53493778,2023-06-15 15:20:21,40000,20000,1,Random
597,82797906,2023-06-13 10:18:30,60000,30000,1,Random
598,25097712,2023-06-16 14:49:10,60000,30000,1,Random
599,92628394,2023-06-09 11:33:32,60000,30000,1,Random
600,87103382,2023-06-14 15:01:48,60000,30000,1,Random
601,88985932,2023-06-09 14:00:14,120000,60000,2,Random
602,45868408,2023-06-19 13:45:13,23856,11928,1,Random
603,80592809,2023-06-09 16:03:57,66588,35270,2,Random
604,76488500,2023-06-19 11:07:28,21600,10800,4,Random
605,88367896,2023-06-08 16:20:01,22800,11400,1,Random
606,22283501,2023-06-06 08:43:38,0,0,0,Random
607,91679578,2023-06-07 15:15:39,38400,19200,3,Random
608,13446321,2023-06-01 11:47:37,36000,18000,1,Random
609,90372918,2023-06-12 17:31:09,0,0,0,Random
610,42198932,2023-06-04 00:20:58,60000,30000,1,Random
611,96991161,2023-06-01 16:00:13,34200,17100,10,Random
612,28552783,2023-06-08 14:38:42,24000,12000,1,Random
613,45437936,2023-06-01 14:54:53,60000,30000,1,Random
614,87058675,2023-06-07 16:56:15,60000,30000,1,Random
615,85575694,2023-06-06 20:32:28,23400,11700,1,Random
616,91329469,2023-06-16 10:45:54,60000,30000,1,Random
617,94051109,2023-06-02 15:15:03,64800,30000,1,Random
618,83696589,2023-06-13 15:32:17,60000,30000,1,Random
619,87159694,2023-06-15 20:10:00,60000,30000,1,Random
620,25015445,2023-06-01 13:13:27,60000,30000,1,Random
621,88511288,2023-06-15 15:17:56,0,0,0,Random
622,42492111,2023-06-17 15:35:51,60000,30000,1,Random
623,88139079,2023-06-07 11:07:07,60000,30000,1,Random
624,42757490,2023-06-05 10:36:41,60000,30000,2,Random
625,72466287,2023-06-09 16:11:47,60000,30000,1,Random
626,83144123,2023-06-07 18:50:18,60000,30000,1,Random
627,53809501,2023-06-05 10:10:02,60000,30000,1,Random
628,88717417,2023-06-08 15:50:26,60000,30000,1,Random
629,82309913,2023-06-13 15:42:16,37500,18750,1,Random
630,85205953,2023-06-14 15:36:28,19200,9600,1,Random
631,90588419,2023-06-16 17:46:14,0,0,0,Random
632,13495820,2023-06-06 21:06:29,120000,60000,4,Random
633,85484316,2023-06-01 14:13:35,0,0,0,Random
634,82971355,2023-06-12 16:04:29,60000,30000,1,Random
635,41397130,2023-06-02 14:31:39,60000,30000,1,Random
636,53849671,2023-06-14 13:03:58,38400,19200,1,Random
637,88641424,2023-06-16 17:54:48,60000,30000,1,Random
638,89199237,2023-06-13 11:23:39,63000,30000,1,Random
639,91400589,2023-06-19 15:56:32,53000,26500,3,Random
640,28788681,2023-06-07 15:17:39,66800,30000,1,Random
641,94065899,2023-06-18 22:51:49,0,0,0,Random
642,83026385,2023-06-13 16:10:50,0,0,0,Random
643,93369867,2023-06-15 11:29:13,15750,7875,1,Random
644,83236495,2023-06-17 15:32:13,60000,30000,1,Random
645,93355723,2023-06-07 21:20:12,11700,5850,1,Random
646,88995571,2023-06-12 16:02:24,40000,20000,1,Random
647,90663839,2023-06-01 13:01:45,60000,30000,1,Random
648,88354695,2023-06-18 00:18:19,23400,11700,1,Random
649,92594514,2023-06-08 16:43:42,53000,26500,3,Random
650,19783989,2023-06-06 12:22:33,19200,9600,1,Random
651,86850563,2023-06-09 10:59:16,14400,7200,3,Random
652,69756086,2023-06-05 11:51:32,60000,30000,1,Random
653,54871432,2023-06-07 10:17:23,69800,30000,1,Random
654,31873985,2023-06-08 16:25:43,35256,17628,1,Random
655,54120170,2023-06-16 16:35:52,60000,30000,1,Random
656,42933285,2023-06-01 10:36:39,0,0,0,Random
657,28942729,2023-06-14 11:47:36,9600,4800,1,Random
658,91630421,2023-06-19 17:40:39,19200,9600,1,Random
659,77968197,2023-06-19 16:44:45,60000,30000,1,Random
660,91266318,2023-06-08 14:46:23,63856,30000,2,Random
661,50802011,2023-06-15 13:14:02,72000,36000,3,Random
662,93243811,2023-06-15 14:04:24,22800,11400,1,Random
663,75943559,2023-06-12 11:14:40,19200,9600,3,Random
664,41402555,2023-06-06 17:14:57,60000,30000,1,Random
665,23138549,2023-06-06 10:24:00,20970,10485,3,Random
666,86613534,2023-06-01 14:13:04,28800,14400,4,Random
667,90228506,2023-06-17 16:24:46,0,0,0,Random
668,88367397,2023-06-08 18:13:43,35256,17628,1,Random
669,81401960,2023-06-05 17:31:27,60000,30000,1,Random
670,88935053,2023-06-17 16:10:10,60000,30000,1,Random
671,87449907,2023-06-18 18:10:39,60000,30000,2,Random
672,72890410,2023-06-08 13:52:40,60000,30000,1,Random
673,89184558,2023-06-06 15:56:44,23400,11700,1,Random
674,90257071,2023-06-19 14:58:31,60000,30000,1,Random
675,42554045,2023-06-06 11:19:56,23400,11700,1,Random
676,69663849,2023-06-14 12:50:28,60000,30000,1,Random
677,92371611,2023-06-02 00:36:53,23400,11700,1,Random
678,94067897,2023-06-15 15:52:19,120000,60000,2,Random
679,88201538,2023-06-13 10:22:10,60000,30000,1,Random
680,82989545,2023-06-14 22:16:12,23400,11700,1,Random
681,83784669,2023-06-16 15:36:59,30000,15000,1,Random
682,86233703,2023-06-14 18:01:29,0,0,0,Random
683,17210016,2023-06-01 15:27:28,30000,15000,1,Random
684,92588554,2023-06-06 16:07:19,0,0,0,Random
685,80566648,2023-06-15 15:07:50,40000,20000,1,Random
686,59302972,2023-06-01 17:49:36,53000,26500,3,Random
687,88722919,2023-06-01 17:02:18,60000,30000,1,Random
688,53452755,2023-06-05 11:42:53,160000,90000,3,Random
689,88368678,2023-06-13 16:35:53,19200,9600,1,Random
690,25492050,2023-06-10 02:10:46,22200,11100,1,Random
691,92383383,2023-06-08 15:49:08,23400,11700,1,Random
692,88490170,2023-06-01 17:27:37,60000,30000,1,Random
693,42951348,2023-06-16 14:21:44,60000,30000,1,Random
694,50813018,2023-06-16 01:29:57,15000,7500,1,Random
695,83683199,2023-06-15 16:17:45,60000,30000,2,Random
696,93351796,2023-06-06 19:28:53,60000,30000,1,Random
697,24546810,2023-06-09 14:03:02,22800,11400,1,Random
698,93788290,2023-06-12 00:28:00,23400,11700,1,Random
699,89289429,2023-06-13 12:01:19,2400,1200,1,Random
700,88798332,2023-06-19 16:50:05,19200,9600,1,Random
701,90021370,2023-06-16 10:02:42,60000,30000,1,Random
702,94110579,2023-06-05 20:27:55,63000,30000,1,Random
703,87049661,2023-06-09 15:13:38,60000,30000,1,Random
704,42413995,2023-06-17 14:14:10,66800,30000,1,Random
705,93230978,2023-06-17 08:07:49,22800,11400,1,Random
706,81064094,2023-06-13 11:38:41,35400,17700,1,Random
707,43863152,2023-06-15 15:17:42,0,0,0,Random
708,70558444,2023-06-01 14:59:48,42000,21000,6,Random
709,28913055,2023-06-19 10:41:55,0,0,0,Random
710,92329591,2023-06-02 15:13:23,60000,30000,1,Random
711,42899379,2023-06-16 15:51:30,60000,30000,1,Random
712,89783364,2023-06-13 09:06:43,0,0,0,Random
713,88366186,2023-06-01 16:48:51,28056,14028,1,Random
714,91373859,2023-06-01 18:26:26,46800,23400,2,Random
715,92181295,2023-06-02 23:40:50,0,0,0,Random
716,83187184,2023-06-05 16:50:56,0,0,0,Random
717,22485838,2023-06-13 15:56:53,52000,26000,1,Random
718,88723570,2023-06-07 14:15:09,60000,30000,1,Random
719,16536036,2023-06-09 15:42:13,0,0,0,Random
720,12506187,2023-06-05 19:02:20,60000,30000,1,Random
721,38987870,2023-06-08 16:36:23,60000,30000,1,Random
722,38868375,2023-06-07 09:30:16,57600,28800,4,Random
723,91232535,2023-06-18 03:48:33,0,0,0,Random
724,47832173,2023-06-16 13:51:50,60597,30000,3,Random
725,85018071,2023-06-07 10:33:31,55000,27500,1,Random
726,9624724,2023-06-06 17:53:42,60000,30000,2,Random
727,56606037,2023-06-08 13:51:31,47000,23500,1,Random
728,47570327,2023-06-19 13:59:57,23856,11928,1,Random
729,90001374,2023-06-07 10:33:08,60000,30000,1,Random
730,94050848,2023-06-08 14:41:41,66000,30000,2,Random
731,31712898,2023-06-13 15:47:34,66800,30000,1,Random
732,69713432,2023-06-08 15:42:18,60000,30000,1,Random
733,42726954,2023-06-13 15:13:07,42000,21000,1,Random
734,24923031,2023-06-13 12:57:35,0,0,0,Random
735,50966082,2023-06-17 19:13:58,60000,30000,1,Random
736,27481522,2023-06-15 13:46:06,60000,30000,1,Random
737,91510122,2023-06-09 00:51:13,0,0,0,Random
738,40984532,2023-06-16 11:24:00,60000,30000,2,Random
739,85153723,2023-06-06 10:43:30,60000,30000,1,Random
740,70965385,2023-06-09 11:04:39,60000,30000,1,Random
741,2898641,2023-06-04 16:06:26,120000,60000,2,Random
742,54960217,2023-06-12 21:20:58,19200,9600,1,Random
743,91375441,2023-06-02 14:59:20,60000,30000,2,Random
744,82287988,2023-06-08 19:55:52,60000,30000,2,Random
745,87147749,2023-06-09 18:30:41,60000,30000,1,Random
746,87244616,2023-06-11 10:29:06,22800,11400,1,Random
747,85143726,2023-06-13 15:16:22,60000,30000,1,Random
748,91438179,2023-06-13 15:35:54,66800,30000,1,Random
749,30380359,2023-06-02 18:45:21,23856,11928,1,Random
750,93233004,2023-06-14 11:12:11,60000,30000,2,Random
751,91726875,2023-06-17 16:39:18,19200,9600,1,Random
752,94068740,2023-06-12 20:17:09,23400,11700,1,Random
753,89197619,2023-06-14 11:35:59,24000,12000,1,Random
754,53133535,2023-06-07 15:07:37,30000,15000,1,Random
755,93356743,2023-06-03 09:44:02,19200,9600,1,Random
756,50845778,2023-06-05 13:58:40,16560,8280,1,Random
757,54817938,2023-06-01 13:02:16,23400,11700,1,Random
758,92295776,2023-06-09 17:37:48,60000,30000,4,Random
759,82927627,2023-06-16 15:26:33,25000,12500,1,Random
760,94018138,2023-06-06 17:17:59,15750,7875,1,Random
761,88476682,2023-06-05 00:41:41,19200,9600,1,Random
762,92409068,2023-06-07 22:13:34,22800,11400,1,Random
763,42513397,2023-06-01 12:34:25,40000,20000,1,Random
764,12380151,2023-06-14 16:06:13,28800,14400,2,Random
765,9308705,2023-06-08 22:43:28,0,0,0,Random
766,92592656,2023-06-16 14:10:37,60000,30000,1,Random
767,83145713,2023-06-13 10:13:09,60000,30000,1,Random
768,85024427,2023-06-12 12:01:23,22800,11400,1,Random
769,88654118,2023-06-13 14:05:23,23856,11928,1,Random
770,27639538,2023-06-05 14:05:36,0,0,0,Random
771,42512475,2023-06-06 17:17:27,0,0,0,Random
772,92599074,2023-06-05 19:27:43,23400,11700,1,Random
773,93356286,2023-06-09 15:51:38,40000,20000,1,Random
774,38635355,2023-06-14 15:14:32,53000,26500,3,Random
775,42643960,2023-06-08 13:19:38,0,0,0,Random
776,90008025,2023-06-19 23:34:22,23400,11700,1,Random
777,90195569,2023-06-14 14:57:08,47250,23625,1,Random
778,37726032,2023-06-15 11:29:40,60000,30000,1,Random
779,92351185,2023-06-01 14:08:26,60000,30000,1,Random
780,25125082,2023-06-16 13:56:37,60000,30000,1,Random
781,90625110,2023-06-13 10:40:07,23400,11700,1,Random
782,89071169,2023-06-07 17:24:55,60000,30000,1,Random
783,92598167,2023-06-04 11:29:29,42000,21000,2,Random
784,91831460,2023-06-12 14:52:02,60000,30000,2,Random
785,53037765,2023-06-15 17:39:54,0,0,0,Random
786,80449728,2023-06-05 10:30:50,0,0,0,Random
787,59093953,2023-06-15 13:19:49,60000,30000,2,Random
788,85412073,2023-06-06 01:17:53,0,0,0,Random
789,6901864,2023-06-15 10:29:35,0,0,0,Random
790,84892315,2023-06-06 11:25:51,14400,7200,2,Random
791,25711689,2023-06-05 12:28:48,60000,30000,1,Random
792,81218598,2023-06-09 16:49:21,108000,54000,3,Random
793,89111958,2023-06-19 16:57:20,19200,9600,1,Random
794,83052144,2023-06-06 11:43:51,0,0,0,Random
795,28641619,2023-06-09 18:46:41,66800,30000,1,Random
796,93384614,2023-06-05 14:20:38,128000,29000,9,Random
797,92358949,2023-06-15 17:28:47,22800,11400,1,Random
798,72658573,2023-06-14 17:20:44,19200,9600,1,Random
799,92332033,2023-06-01 14:16:15,60000,30000,1,Random
800,91022242,2023-06-16 14:10:58,47250,23625,1,Random
801,72135463,2023-06-14 14:55:21,43200,21600,4,Random
802,82010104,2023-06-05 09:21:02,0,0,0,Random
803,59140908,2023-06-13 16:36:30,60000,30000,1,Random
804,80059397,2023-06-02 13:47:03,60000,30000,1,Random
805,93374480,2023-06-14 19:11:25,0,0,0,Random
806,83036861,2023-06-04 15:19:15,22800,11400,1,Random
807,85302879,2023-06-01 23:00:41,41400,20700,3,Random
808,82381739,2023-06-14 14:33:19,19200,9600,1,Random
809,26848852,2023-06-07 12:02:25,60000,30000,1,Random
810,83475262,2023-06-10 15:44:13,7000,3500,1,Random
811,88360985,2023-06-12 21:51:03,0,0,0,Random
812,24427053,2023-06-13 14:50:38,37500,18750,1,Random
813,92500994,2023-06-02 13:52:00,38400,19200,2,Random
814,93235360,2023-06-08 14:18:22,60000,30000,1,Random
815,91755701,2023-06-08 20:21:23,35256,17628,1,Random
816,88980872,2023-06-01 17:36:15,60000,30000,1,Random
817,53589886,2023-06-14 13:35:59,0,0,0,Random
818,90192922,2023-06-05 14:05:09,126000,60000,2,Random
819,85894206,2023-06-01 11:06:41,0,0,0,Random
820,42918290,2023-06-08 10:26:46,52000,26000,1,Random
821,90670590,2023-06-15 15:14:35,55440,27720,1,Random
822,92332792,2023-06-16 00:07:37,46800,23400,2,Random
823,90483175,2023-06-19 15:26:22,60000,30000,2,Random
824,42924357,2023-06-16 10:01:25,60000,30000,2,Random
825,22820164,2023-06-15 10:25:38,40000,20000,1,Random
826,89573873,2023-06-08 11:31:56,60000,30000,1,Random
827,54196157,2023-06-17 16:02:00,60000,30000,2,Random
828,28451315,2023-06-15 14:32:35,66800,30000,1,Random
829,72701425,2023-06-09 19:48:48,0,0,0,Random
830,81269527,2023-06-15 19:46:58,60000,30000,2,Random
831,88366003,2023-06-01 10:42:24,27000,13500,1,Random
832,91772151,2023-06-08 14:05:42,22800,11400,1,Random
833,88468199,2023-06-01 11:24:07,0,0,0,Random
834,19655892,2023-06-16 11:15:59,60000,30000,2,Random
835,91769986,2023-06-06 14:37:27,22800,11400,1,Random
836,91252898,2023-06-19 15:31:56,40000,20000,1,Random
837,69030508,2023-06-18 19:06:08,0,0,0,Random
838,5834380,2023-06-01 15:15:14,24000,12000,3,Random
839,92588203,2023-06-16 10:56:49,6588,3294,1,Random
840,91739034,2023-06-05 20:35:46,11700,5850,1,Random
841,91677591,2023-06-08 17:18:23,23400,11700,1,Random
842,53498393,2023-06-08 11:22:58,60000,30000,1,Random
843,90368695,2023-06-07 16:35:32,53000,26500,3,Random
844,92599975,2023-06-13 17:26:52,60000,30000,1,Random
845,82648694,2023-06-13 12:35:25,120000,60000,2,Random
846,91770196,2023-06-14 22:30:39,22800,11400,1,Random
847,35913896,2023-06-01 13:12:28,60000,30000,1,Random
848,90161961,2023-06-15 22:54:03,60000,30000,2,Random
849,50688813,2023-06-11 10:55:45,60000,30000,2,Random
850,90051325,2023-06-08 14:05:24,60000,30000,1,Random
851,85307939,2023-06-11 20:29:01,60000,30000,2,Random
852,87144270,2023-06-06 17:37:40,14400,7200,2,Random
853,54886300,2023-06-08 14:01:24,24000,12000,1,Random
854,93224103,2023-06-10 14:22:41,38400,19200,2,Random
855,82976957,2023-06-08 13:38:31,0,0,0,Random
856,83592466,2023-06-08 13:50:06,126000,60000,2,Random
857,91934769,2023-06-02 15:18:53,0,0,0,Random
858,29223901,2023-06-15 13:42:18,66800,30000,1,Random
859,42568245,2023-06-06 16:03:17,60000,30000,1,Random
860,92508834,2023-06-13 12:40:13,19200,9600,1,Random
861,54185840,2023-06-11 13:44:38,0,0,0,Random
862,90084521,2023-06-06 01:09:01,64800,30000,1,Random
863,72469931,2023-06-01 19:39:54,60000,30000,1,Random
864,83779342,2023-06-17 11:23:07,60000,30000,2,Random
865,20434779,2023-06-04 15:41:40,60000,30000,2,Random
866,92288557,2023-06-07 14:08:43,60000,30000,1,Random
867,87146214,2023-06-16 13:08:42,11700,5850,1,Random
868,82378241,2023-06-09 13:11:40,60000,30000,1,Random
869,27909201,2023-06-12 17:09:17,15750,7875,1,Random
870,92144779,2023-06-06 10:49:27,23400,11700,1,Random
871,83139141,2023-06-16 16:14:00,60000,30000,1,Random
872,80016834,2023-06-17 16:30:13,7200,3600,1,Random
873,92411992,2023-06-01 23:40:11,11700,5850,1,Random
874,27675920,2023-06-16 15:31:11,0,0,0,Random
875,90423162,2023-06-05 19:14:49,47000,23500,1,Random
876,83034358,2023-06-01 11:47:38,22800,11400,1,Random
877,72475949,2023-06-13 22:45:48,57600,28800,3,Random
878,83048825,2023-06-01 15:50:30,49900,24950,1,Random
879,54105229,2023-06-08 13:25:34,43200,21600,3,Random
880,88226221,2023-06-12 13:48:28,60000,30000,1,Random
881,92443468,2023-06-05 20:32:55,23400,11700,1,Random
882,93351873,2023-06-16 20:53:45,22800,11400,1,Random
883,83036784,2023-06-16 15:00:08,45000,22500,2,NCF+SHAP
884,72701847,2023-06-08 21:16:19,60000,30000,2,NCF+SHAP
885,93223863,2023-06-13 16:35:14,60000,30000,1,NCF+SHAP
886,93787362,2023-06-07 14:15:07,23400,11700,1,NCF+SHAP
887,88633563,2023-06-01 06:23:52,62800,30000,1,NCF+SHAP
888,94127754,2023-06-18 18:28:23,45000,22500,2,NCF+SHAP
889,28009679,2023-06-19 14:05:00,60000,30000,1,NCF+SHAP
