encoded,original
11608,42680964
11609,91145336
11610,37996582
11611,36519696
11612,53852605
11613,24654697
11614,42209564
11615,10617601
11616,40804362
11617,88628061
11618,47503334
11619,22861447
11620,92366455
11621,53290247
11622,24491836
11623,17341615
11624,89361441
11625,91736120
11626,10728515
11627,38503713
11628,94909928
11629,47964238
11630,90827376
11631,53111005
11632,87383145
11633,47454066
11634,85400506
11635,53329566
11636,24563438
11637,88087781
11638,85661332
11639,19774834
11640,89110064
11641,93229682
11642,89509508
11643,83604553
11644,53874707
11645,19973670
11646,41215336
11647,30288846
11648,82566877
11649,31995283
11650,85909741
11651,92052341
11652,50815846
11653,90699668
11654,36839065
11655,47785592
11656,91051055
11657,50721094
11658,85509386
11659,83047403
11660,45675964
11661,85168704
11662,49805975
11663,83291258
11664,29121192
11665,14330122
11666,90106709
11667,83221253
11668,91190900
11669,53509954
11670,88363667
11671,93354576
11672,27558893
11673,24590511
11674,87279810
11675,12391848
11676,87398098
11677,87365765
11678,88469991
11679,87382217
11680,47602480
11681,88518655
11682,85156762
11683,25256838
11684,25622954
11685,42769329
11686,60230596
11687,30346803
11688,31712882
11689,91186336
11690,84662192
11691,72507132
11692,42200445
11693,87499589
11694,43882910
11695,85240494
11696,85361659
11697,90179688
11698,91856948
11699,83133168
11700,72930638
11701,59252804
11702,42728030
11703,61876030
11704,85149427
11705,25055889
11706,89359352
11707,89155081
11708,27731583
11709,12867061
11710,83077341
11711,55968969
11712,15615223
11713,41312105
11714,87326898
11715,10673309
11716,87133436
11717,76326479
11718,87447437
11719,47863230
11720,38909919
11721,14652755
11722,37937557
11723,82077651
11724,87226096
11725,98744899
11726,82587991
11727,52867290
11728,83788166
11729,83246515
11730,16487083
11731,88435450
11732,41194888
11733,91721392
11734,82363628
11735,72679922
11736,59204613
11737,54207437
11738,25680953
11739,83133879
11740,85442421
11741,25872777
11742,90255947
11743,90612071
11744,25115134
11745,72835888
11746,16036089
11747,83155161
11748,42657751
11749,56949224
11750,8091411
11751,87319783
11752,92542880
11753,88024371
11754,85229195
11755,41009504
11756,90212547
11757,53830650
11758,83185974
11759,85616288
11760,80374888
11761,72606724
11762,53406606
11763,70374419
11764,47119845
11765,91347157
11766,24425885
11767,54627310
11768,13130028
11769,45806403
11770,88313077
11771,14193295
11772,24890691
11773,87119027
11774,85175917
11775,26792816
11776,79333875
11777,87223957
11778,72519159
11779,85923188
11780,29434899
11781,28098953
11782,76478622
11783,59298153
11784,24419075
11785,53490266
11786,80932119
11787,88121628
11788,92341618
11789,42292768
11790,81160250
11791,8882131
11792,38565273
11793,47414868
11794,87092809
11795,99907499
11796,31706354
11797,87577796
11798,82707980
11799,85592650
11800,92593846
11801,89505382
11802,79878046
11803,29140331
11804,37729565
11805,88021183
11806,82182598
11807,87508779
11808,83104939
11809,38559027
11810,75511010
11811,20736057
11812,42087078
11813,50653737
11814,26631853
11815,79850075
11816,82183695
11817,85712016
11818,40905690
11819,14758737
11820,93382643
11821,10317745
11822,54052187
11823,59188233
11824,47436589
11825,66275900
11826,83156154
11827,42854140
11828,91595769
11829,87534299
11830,88164837
11831,85984023
11832,72730667
11833,9629328
11834,91440421
11835,85382367
11836,53519334
11837,36897796
11838,92208317
11839,89165927
11840,83001618
11841,85384793
11842,47448001
11843,25994498
11844,47366850
11845,52253461
11846,10867810
11847,17979229
11848,82623808
11849,82232149
11850,72329616
11851,85639938
11852,24386996
11853,27740056
11854,87339704
11855,90260569
11856,12230750
11857,53599218
11858,45698690
11859,83600114
11860,42362102
11861,37660952
11862,90423331
11863,83600418
11864,72650170
11865,14744426
11866,82288430
11867,90560432
11868,27764789
11869,29246236
11870,36745567
11871,85776073
11872,89659549
11873,66828451
11874,85181967
11875,38916307
11876,91295658
11877,91553557
11878,85400098
11879,88327348
11880,88930819
11881,87295728
11882,85059213
11883,53695211
11884,92427538
11885,68848405
11886,97155710
11887,82801916
11888,53876206
11889,31515587
11890,10235717
11891,24892092
11892,82440792
11893,45679883
11894,85199811
11895,37567061
11896,76408605
11897,30186720
11898,90253146
11899,47894944
11900,88020543
11901,92191548
11902,92616658
11903,53898709
11904,81163849
11905,91153383
11906,1436988
11907,47425936
11908,87484930
11909,82831931
11910,90102106
11911,87596442
11912,91940832
11913,91465273
11914,83265131
11915,69355688
11916,91423078
11917,6601281
11918,64178707
11919,15526165
11920,90493429
11921,88687173
11922,87340688
11923,91299795
11924,90585546
11925,53967846
11926,53648581
11927,24398711
11928,99539592
11929,6588442
11930,65366207
11931,93369682
11932,25195517
11933,53202568
11934,88977525
11935,12909061
11936,28107904
11937,90461545
11938,24901796
11939,88750484
11940,50672122
11941,26391869
11942,85056031
11943,88932577
11944,82682165
11945,24453164
11946,72410566
11947,49995588
11948,80197292
11949,98914009
11950,54266630
11951,24898672
11952,53267273
11953,16389082
11954,91160856
11955,87585563
11956,25571322
11957,88998943
11958,99954627
11959,31924160
11960,87118786
11961,85467288
11962,28755680
11963,54845857
11964,9555368
11965,91083486
11966,92231990
11967,87239472
11968,88300946
11969,90387187
11970,92131161
11971,29324437
11972,92135785
11973,91445045
11974,53801711
11975,87404654
11976,50961853
11977,13216708
11978,82830378
11979,83783269
11980,30154488
11981,25048939
11982,64996050
11983,54603181
11984,89820558
11985,91696859
11986,70397996
11987,69739756
11988,54893739
11989,90088189
11990,86624011
11991,88140081
11992,13137964
11993,24370143
11994,37587236
11995,2481264
11996,60200755
11997,34892796
11998,80093753
11999,85438475
12000,24395284
12001,72327455
12002,75245787
12003,29131993
12004,88188227
12005,89760643
12006,23332229
12007,72977921
12008,82978224
12009,23633317
12010,80184796
12011,16108549
12012,83139819
12013,53314677
12014,83243502
12015,23623417
12016,90242541
12017,82958557
12018,60330883
12019,52559391
12020,82910225
12021,22938620
12022,53515148
12023,59165365
12024,91008699
12025,43834137
12026,83465237
12027,55802095
12028,28774429
12029,28522830
12030,85080320
12031,13047470
12032,53936823
12033,25573736
12034,72536312
12035,22102038
12036,59335951
12037,89294794
12038,54103186
12039,4346223
12040,99076190
12041,50856228
12042,91017276
12043,61759672
12044,28811402
12045,52550477
12046,92113712
12047,54783917
12048,53342759
12049,59669909
12050,54226758
12051,83086897
12052,82912461
12053,36054205
12054,16485796
12055,69831450
12056,27435181
12057,90023412
12058,90428841
12059,25155085
12060,27976221
12061,66493960
12062,61828185
12063,50955310
12064,83033013
12065,59196521
12066,31159074
12067,42616632
12068,24757737
12069,84433706
12070,84794308
12071,69775773
12072,83385190
12073,54708798
12074,70399869
12075,28483007
12076,22511266
12077,82955307
12078,90401569
12079,22304288
12080,54665545
12081,88468590
12082,69611625
12083,13061090
12084,91110250
12085,36277661
12086,66616750
12087,90667103
12088,97349879
12089,85240712
12090,85043677
12091,89129985
12092,53549098
12093,89573780
12094,55768218
12095,22397510
12096,83476044
12097,91641362
12098,80557649
12099,37664492
12100,42598418
12101,91838273
12102,70567176
12103,70632789
12104,62540908
12105,83098660
12106,50753519
12107,97182060
12108,90830766
12109,29161715
12110,53298297
12111,42746614
12112,69351070
12113,53998783
12114,28519574
12115,90067972
12116,28740553
12117,53862511
12118,54543760
12119,28204645
12120,28919473
12121,20519116
12122,24904082
12123,22112508
12124,55876363
12125,83477233
12126,80431760
12127,5703535
12128,22536935
12129,54172612
12130,22829377
12131,42846472
12132,52673549
12133,90815913
12134,22568817
12135,28367149
12136,90683960
12137,87257787
12138,88226432
12139,53824334
12140,55954374
12141,24478664
12142,55931128
12143,27683610
12144,16044855
12145,91039567
12146,84005079
12147,82634740
12148,80702799
12149,22906232
12150,90121814
12151,23666739
12152,90875806
12153,24775171
12154,85001297
12155,25012019
12156,59082739
12157,75455306
12158,28216728
12159,83501803
12160,10900590
12161,72559692
12162,82794210
12163,92274575
12164,20954341
12165,28077514
12166,70412201
12167,87204918
12168,82638252
12169,90615963
12170,12632023
12171,34424978
12172,59234861
12173,89755162
12174,84950004
12175,87146312
12176,14237771
12177,80646988
12178,97252918
12179,28394125
12180,13183376
12181,70644461
12182,13151374
12183,25094270
12184,53452100
12185,28580850
12186,28381607
12187,89437441
12188,24355987
12189,37582252
12190,59243931
12191,70642457
12192,36104922
12193,61946161
12194,28871891
12195,92155521
12196,22493485
12197,59127074
12198,50889733
12199,73127671
12200,86318408
12201,53165178
12202,27228367
12203,12616121
12204,55780894
12205,91947672
12206,54542241
12207,90453622
12208,97441720
12209,53454326
12210,54990578
12211,82947356
12212,53621149
12213,70611665
12214,52593911
12215,91140830
12216,50919785
12217,52819072
12218,59148042
12219,12629625
12220,9859284
12221,88506948
12222,97106182
12223,89643603
12224,16910602
12225,86323351
12226,47744283
12227,24768609
12228,47488360
12229,72737850
12230,91700642
12231,85509647
12232,83737717
12233,42618890
12234,83269523
12235,90706128
12236,53726880
12237,88141883
12238,16909719
12239,66533512
12240,91130880
12241,90642949
12242,90618856
12243,84981724
12244,24400168
12245,16568183
12246,24266578
12247,90458632
12248,23800314
12249,82691376
12250,97240646
12251,72438620
12252,30307631
12253,25009725
12254,11104903
12255,37021055
12256,27492149
12257,85485271
12258,85224570
12259,24376961
12260,23215290
12261,75941308
12262,70418633
12263,90639276
12264,89560188
12265,24922954
12266,84150559
12267,50773727
12268,12773965
12269,16133765
12270,53206327
12271,28838520
12272,29093196
12273,66496925
12274,85827967
12275,90262433
12276,22091623
12277,4208853
12278,91086414
12279,53342174
12280,50784962
12281,53315606
12282,54310241
12283,53376363
12284,82825109
12285,47508823
12286,20924614
12287,80114011
12288,55877948
12289,91103639
12290,27650126
12291,41287653
12292,86339608
12293,34118437
12294,70528379
12295,52242394
12296,34370298
12297,12625938
12298,89762332
12299,85249474
12300,25101390
12301,82847589
12302,72930519
12303,16449928
12304,12758710
12305,47086204
12306,22638861
12307,27553715
12308,54274765
12309,80291108
12310,40741640
12311,83507383
12312,13840745
12313,54635917
12314,83007866
12315,11307702
12316,53876846
12317,24580529
12318,83638462
12319,61763248
12320,7648968
12321,50817767
12322,90502412
12323,47783757
12324,82559968
12325,18660616
12326,16291193
12327,97367685
12328,12374361
12329,23798627
12330,91949539
12331,69847360
12332,29089756
12333,24574049
12334,53263065
12335,54990887
12336,20845978
12337,80727686
12338,84370131
12339,47115670
12340,83700438
12341,52285702
12342,53874241
12343,50800061
12344,90439615
12345,82847032
12346,42733619
12347,42828621
12348,84237731
12349,91818564
12350,85033143
12351,90157299
12352,24393321
12353,54133415
12354,88210826
12355,90699061
12356,34950872
12357,80488974
12358,86200365
12359,4753419
12360,28060014
12361,12900596
12362,12624945
12363,12850358
12364,45879572
12365,94728291
12366,83641425
12367,97335798
12368,54296022
12369,53889315
12370,91120145
12371,29042253
12372,54286609
12373,27345816
12374,26375164
12375,28755892
12376,28544356
12377,89197316
12378,45327558
12379,55748585
12380,43794846
12381,89637314
12382,29073754
12383,84816062
12384,91201857
12385,91121539
12386,76484574
12387,85487897
12388,87113261
12389,54190457
12390,80311499
12391,54625191
12392,55631868
12393,27638469
12394,24866284
12395,53029483
12396,28332331
12397,82822102
12398,83378331
12399,52859003
12400,38973279
12401,24621970
12402,52900235
12403,23587783
12404,89655494
12405,70508373
12406,90256087
12407,42357207
12408,89170695
12409,87127461
12410,91831623
12411,88000048
12412,89351268
12413,85495382
12414,24726550
12415,23262808
12416,36000911
12417,54049183
12418,72191513
12419,90464711
12420,53489423
12421,91892114
12422,75938401
12423,53483504
12424,90693355
12425,24710234
12426,72682721
12427,85529806
12428,79817034
12429,90157798
12430,54858509
12431,83366433
12432,83171802
12433,85548542
12434,51813607
12435,53473647
12436,70716719
12437,25151052
12438,53339255
12439,53745789
12440,90485292
12441,54729415
12442,16573539
12443,53055833
12444,16462273
12445,16585606
12446,24870029
12447,53984866
12448,43943640
12449,83634515
12450,83559945
12451,88283355
12452,53509413
12453,83793082
12454,88291762
12455,37577954
12456,88307526
12457,90752446
12458,42925216
12459,90382346
12460,83118645
12461,16979735
12462,87466460
12463,24575820
12464,16757591
12465,20799117
12466,29106283
12467,91021497
12468,91123543
12469,4467859
12470,28291253
12471,23115308
12472,28870226
12473,50785456
12474,16263175
12475,22906198
12476,4812753
12477,69299899
12478,27831725
12479,53123305
12480,50781418
12481,54975226
12482,88644870
12483,90326669
12484,27718879
12485,27448329
12486,96909135
12487,18724941
12488,88230674
12489,90136133
12490,90407206
12491,72636760
12492,25129643
12493,53526150
12494,90171089
12495,53641335
12496,13044754
12497,90632132
12498,50758768
12499,15646942
12500,4788281
12501,35275670
12502,55841816
12503,89173406
12504,53353066
12505,42839633
12506,84952349
12507,52621402
12508,89414361
12509,28778261
12510,23252702
12511,86859261
12512,90761135
12513,88969834
12514,24708053
12515,53224649
12516,84316046
12517,83608024
12518,84743884
12519,27691766
12520,24268251
12521,23487222
12522,24579558
12523,54112208
12524,82838499
12525,85910521
12526,24715717
12527,83453507
12528,84009455
12529,82502327
12530,82102286
12531,28583940
12532,12333307
12533,84492227
12534,82541659
12535,59144094
12536,72963200
12537,90223410
12538,90468890
12539,83750226
12540,28693355
12541,52277294
12542,83418087
12543,41015251
12544,90041636
12545,16932871
12546,53311051
12547,12788165
12548,45130746
12549,28722648
12550,89942721
12551,89543576
12552,83412817
12553,27690915
12554,45382926
12555,28703109
12556,16607518
12557,24753850
12558,42709456
12559,42290282
12560,82834493
12561,80459817
12562,27249671
12563,29018351
12564,53206522
12565,29086694
12566,24772060
12567,59165371
12568,16871761
12569,70368269
12570,72520374
12571,28480938
12572,88155008
12573,90056692
12574,56667821
12575,27764818
12576,80312080
12577,90200562
12578,24876430
12579,24943424
12580,85107720
12581,53798455
12582,82815947
12583,22490945
12584,16318714
12585,83074837
12586,55718528
12587,59280843
12588,90841996
12589,70608556
12590,34596401
12591,53349423
12592,89106505
12593,76387783
12594,91763955
12595,99127536
12596,24279166
12597,12506399
12598,52902819
12599,90206968
12600,16049372
12601,15902294
12602,50860200
12603,90655599
12604,85111148
12605,23300465
12606,88926441
12607,90197551
12608,72488395
12609,25196683
12610,80458232
12611,82814068
12612,90872110
12613,45867196
12614,86837915
12615,24212742
12616,22569082
12617,86558194
12618,28081502
12619,87656270
12620,27213189
12621,53328124
12622,91586749
12623,27345288
12624,31870755
12625,90057101
12626,27661117
12627,89405898
12628,76392955
12629,50856418
12630,50816726
12631,86381056
12632,60281969
12633,85488381
12634,83597223
12635,66577779
12636,16026173
12637,91081614
12638,26993449
12639,84253725
12640,91442265
12641,24969578
12642,24747458
12643,96886718
12644,28187385
12645,83529540
12646,27218473
12647,42720706
12648,22627230
12649,69491473
12650,55762283
12651,16927343
12652,52822689
12653,24775215
12654,38509701
12655,82585017
12656,39850943
12657,84570243
12658,64868610
12659,91050226
12660,54169356
12661,24325083
12662,97190131
12663,89238750
12664,90491822
12665,54839855
12666,24588584
12667,27474487
12668,26817470
12669,23740225
12670,27842835
12671,10864975
12672,89711221
12673,85235204
12674,24218730
12675,88180169
12676,28296709
12677,52567168
12678,70511589
12679,90458197
12680,80668048
12681,28179033
12682,7666249
12683,54081789
12684,54780833
12685,90567287
12686,66653446
12687,81022320
12688,90047759
12689,83440243
12690,83308906
12691,53901541
12692,24430677
12693,85107849
12694,90616695
12695,24452480
12696,36831752
12697,1590813
12698,24308887
12699,28707490
12700,37802474
12701,80603257
12702,53874663
12703,91200983
12704,22552049
12705,52907949
12706,92247000
12707,83212944
12708,50643957
12709,7488110
12710,22961776
12711,28913148
12712,24756076
12713,83427163
12714,24934190
12715,29326603
12716,22144826
12717,85438833
12718,88480551
12719,97337000
12720,72913526
12721,79844145
12722,86205039
12723,87501987
12724,92347850
12725,80194289
12726,91037033
12727,54548929
12728,80134847
12729,82812049
12730,89426599
12731,83574925
12732,53132727
12733,90206209
12734,83055894
12735,30151736
12736,83267757
12737,91101750
12738,97290390
12739,50992413
12740,90195218
12741,81358210
12742,88507427
12743,43114209
12744,50973041
12745,90770606
12746,90305931
12747,28295498
12748,53494164
12749,54196038
12750,90878016
12751,91142302
12752,85639000
12753,83951011
12754,53522680
12755,3125124
12756,47621888
12757,53552641
12758,25071261
12759,27729876
12760,22041618
12761,70475198
12762,86712366
12763,27528553
12764,42903917
12765,28457021
12766,82821912
12767,50935862
12768,52893142
12769,89903902
12770,22156081
12771,50814348
12772,92815517
12773,91048931
12774,16502649
12775,88960664
12776,52540128
12777,23611411
12778,90699724
12779,42960114
12780,89141860
12781,90458984
12782,83615138
12783,25010390
12784,28388138
12785,42946654
12786,90885451
12787,24558505
12788,45128707
12789,88601680
12790,85156101
12791,24496163
12792,83520061
12793,72753534
12794,83231533
12795,82674123
12796,82642586
12797,27817337
12798,59280914
12799,86462557
12800,87535522
12801,28384983
12802,82876660
12803,53926711
12804,42879276
12805,22854059
12806,52408346
12807,42362525
12808,83047059
12809,92533432
12810,28915188
12811,36504758
12812,89357002
12813,70553790
12814,22163800
12815,22930134
12816,12281363
12817,22452457
12818,53933749
12819,88152136
12820,72906757
12821,50787362
12822,88157239
12823,90397538
12824,28708435
12825,87467756
12826,82986786
12827,66800067
12828,83470554
12829,85025777
12830,16684486
12831,29090923
12832,16477114
12833,85604163
12834,27333895
12835,3563708
12836,42863416
12837,89293325
12838,90848317
12839,88307791
12840,80453665
12841,91771499
12842,42247737
12843,86828514
12844,12196471
12845,97331738
12846,42751735
12847,83049768
12848,70665470
12849,50968194
12850,16035407
12851,83592445
12852,52567786
12853,83234074
12854,50599495
12855,83167194
12856,53505628
12857,54616361
12858,92130058
12859,60292831
12860,42716506
12861,59220727
12862,91524646
12863,27674696
12864,17167995
12865,83712687
12866,42198525
12867,82767332
12868,86688823
12869,87502515
12870,87972945
12871,12926673
12872,22788328
12873,25191792
12874,25000098
12875,21872564
12876,28378814
12877,90242388
12878,91005757
12879,53058058
12880,84232953
12881,31310727
12882,90868994
12883,25115795
12884,53203052
12885,60208659
12886,50756895
12887,16595169
12888,87145812
12889,82458743
12890,88990631
12891,82847785
12892,83625754
12893,91892727
12894,54525778
12895,83029685
12896,69555975
12897,42729570
12898,53952858
12899,79987683
12900,31720644
12901,28665766
12902,87221037
12903,90305616
12904,24973833
12905,26887539
12906,80071619
12907,53906052
12908,90463213
12909,85044296
12910,27473207
12911,53562541
12912,90477552
12913,53248678
12914,12777337
12915,70378560
12916,42771612
12917,84347977
12918,7665810
12919,89158019
12920,13946233
12921,83466144
12922,66455810
12923,12258779
12924,54073562
12925,52784616
12926,34494615
12927,45128853
12928,93984743
12929,54888118
12930,89273691
12931,54195050
12932,70604708
12933,83195749
12934,54348247
12935,86990847
12936,83196711
12937,90875989
12938,89105098
12939,13127656
12940,16035552
12941,87568065
12942,90525007
12943,80444667
12944,86661394
12945,13157932
12946,50872120
12947,53753268
12948,82933830
12949,42688467
12950,53249402
12951,24721653
12952,50878742
12953,36495701
12954,88765711
12955,72652775
12956,82443904
12957,82758903
12958,50949015
12959,85613629
12960,88979404
12961,91103238
12962,53298971
12963,45888734
12964,70429245
12965,4490459
12966,84478225
12967,83554879
12968,82748357
12969,55893378
12970,90284817
12971,70452786
12972,27954465
12973,90538853
12974,63308409
12975,21301158
12976,42493977
12977,28004822
12978,97123696
12979,54849452
12980,27849794
12981,90473280
12982,53528066
12983,97244827
12984,53532694
12985,79870234
12986,15650229
12987,22932549
12988,25886630
12989,82908179
12990,83727345
12991,52809996
12992,83697525
12993,66481205
12994,53402550
12995,43949742
12996,76418028
12997,92352229
12998,90049428
12999,22714017
13000,50939121
13001,70600055
13002,83309784
13003,52609575
13004,24754422
13005,25093912
13006,50765867
13007,17497356
13008,41298379
13009,53250218
13010,22125383
13011,84582661
13012,82869871
13013,53239164
13014,12322809
13015,90700813
13016,90637538
13017,47991903
13018,52486270
13019,88026639
13020,54157561
13021,54904193
13022,85168887
13023,58025633
13024,52893558
13025,39944597
13026,92161684
13027,38427672
13028,80540227
13029,88727294
13030,83752435
13031,16734752
13032,89196800
13033,88300740
13034,68744703
13035,89704684
13036,64880804
13037,89067279
13038,90568808
13039,83838356
13040,24954300
13041,80136922
13042,83234383
13043,24746612
13044,25194539
13045,55694568
13046,53028512
13047,16602176
13048,89651032
13049,12285966
13050,22835504
13051,14255600
13052,42429151
13053,88631256
13054,91071849
13055,24480465
13056,83570293
13057,25082416
13058,84070535
13059,22021275
13060,83493439
13061,27573732
13062,13091067
13063,24385096
13064,42784145
13065,47080638
13066,42819616
13067,53900640
13068,83363029
13069,75908286
13070,16490432
13071,93890210
13072,27610286
13073,20918090
13074,23689867
13075,12954810
13076,24975699
13077,28282275
13078,63307703
13079,80530804
13080,82967887
13081,4491020
13082,83073443
13083,90349023
13084,24508323
13085,81390648
13086,48688302
13087,88982956
13088,54007867
13089,25065084
13090,66347720
13091,28838401
13092,88064247
13093,70712235
13094,90171193
13095,53885789
13096,53131749
13097,20030544
13098,90492651
13099,88955254
13100,70930252
13101,42638100
13102,91305121
13103,26229705
13104,54170229
13105,82748167
13106,13092734
13107,53921764
13108,26473854
13109,85249782
13110,87379120
13111,87239260
13112,87261305
13113,47969281
13114,12937897
13115,53265471
13116,88360319
13117,92546794
13118,54935858
13119,13446321
13120,89999619
13121,46558704
13122,28594881
13123,42873596
13124,16805192
13125,53951859
13126,50792317
13127,55696101
13128,9866139
13129,85939935
13130,88512239
13131,91650122
13132,16374665
13133,27657129
13134,53817381
13135,34658948
13136,80687755
13137,59119031
13138,83043531
13139,24709638
13140,72470923
13141,90959734
13142,23421778
13143,50765888
13144,91672527
13145,42731458
13146,53290529
13147,88392234
13148,90061463
13149,86532152
13150,4309249
13151,80438004
13152,16601535
13153,29151322
13154,37564178
13155,55977215
13156,54122825
13157,91004883
13158,82849518
13159,45887708
13160,50884815
13161,25593803
13162,99572901
13163,94047582
13164,90259063
13165,11363112
13166,42663199
13167,24576428
13168,53586924
13169,24312762
13170,91067633
13171,25095524
13172,82560493
13173,47131799
13174,50758562
13175,69602111
13176,90070168
13177,91422633
13178,88637603
13179,75669383
13180,90542054
13181,50985927
13182,85574702
13183,24355305
13184,66646121
13185,80138098
13186,54194138
13187,53278709
13188,27520356
13189,54969553
13190,80375747
13191,42815581
13192,83428114
13193,53537852
13194,28833010
13195,83682868
13196,52239882
13197,69730333
13198,52577264
13199,23723696
13200,79975645
13201,28041832
13202,54878815
13203,91025228
13204,24413608
13205,50838236
13206,90148383
13207,90846541
13208,88944399
13209,88542162
13210,88227122
13211,87345121
13212,42718336
13213,87050266
13214,38873068
13215,29154313
13216,89098006
13217,87586161
13218,81435547
13219,90755529
13220,12980872
13221,82305374
13222,88478231
13223,92155135
13224,26810309
13225,83780066
13226,90801381
13227,38849151
13228,90538214
13229,90655303
13230,25792090
13231,88657585
13232,867538
13233,85939301
13234,85228055
13235,12656636
13236,54837224
13237,87346141
13238,61877093
13239,83169550
13240,42833498
13241,83115632
13242,90825617
13243,28364537
13244,40724993
13245,26231202
13246,83375806
13247,27213688
13248,66539945
13249,52357472
13250,24669495
13251,82929569
13252,94066031
13253,65056343
13254,90280621
13255,90278842
13256,53817262
13257,34969909
13258,69321225
13259,82923474
13260,86625285
13261,64950478
13262,53743918
13263,83269087
13264,16785908
13265,24694945
13266,55849275
13267,83500945
13268,47898420
13269,82800629
13270,85098779
13271,69737429
13272,90407352
13273,26617557
13274,54940418
13275,41102473
13276,90873808
13277,25043358
13278,82956951
13279,89172589
13280,79960729
13281,70552194
13282,28172496
13283,89921937
13284,28293533
13285,83228397
13286,89196718
13287,24910562
13288,90474289
13289,91250441
13290,85094106
13291,41007132
13292,69462316
13293,88221422
13294,72915833
13295,3372314
13296,72759426
13297,54883676
13298,85223663
13299,27818595
13300,8882619
13301,40793837
13302,88150995
13303,42509817
13304,85259330
13305,66619898
13306,25195116
13307,29281140
13308,91124542
13309,85908406
13310,88920896
13311,82744599
13312,87028357
13313,26422764
13314,85968396
13315,53309772
13316,83780609
13317,91097340
13318,83387660
13319,83391931
13320,42496952
13321,90228689
13322,50932909
13323,54808023
13324,3179514
13325,69609178
13326,54031748
13327,87480293
13328,82919909
13329,49390820
13330,72917895
13331,47497993
13332,91095151
13333,28353601
13334,24783329
13335,83570548
13336,89094424
13337,76376701
13338,93224526
13339,91168288
13340,81461621
13341,42788424
13342,72551381
13343,89119620
13344,52904871
13345,86537234
13346,83274146
13347,86735261
13348,90104955
13349,80127682
13350,53433580
13351,40877218
13352,84643105
13353,59636507
13354,22470244
13355,81443510
13356,24952197
13357,5840799
13358,54947025
13359,84268570
13360,29121144
13361,42826341
13362,28561707
13363,82855139
13364,85343793
13365,83780571
13366,69705073
13367,90018071
13368,82143913
13369,90540160
13370,61784270
13371,27688489
13372,26813919
13373,82673145
13374,82687014
13375,85702426
13376,84137178
13377,89257904
13378,70975834
13379,28607555
13380,87254563
13381,39769373
13382,88260780
13383,91626968
13384,88934060
13385,92369278
13386,91001099
13387,85875242
13388,90840510
13389,50769266
13390,83286142
13391,45634036
13392,61167924
13393,12529317
13394,81423556
13395,47892489
13396,90856033
13397,82967346
13398,90647640
13399,52656788
13400,24310477
13401,42853873
13402,90075190
13403,82911738
13404,81934086
13405,88210749
13406,91085288
13407,41405053
13408,12898120
13409,41380567
13410,90258888
13411,25173458
13412,91703633
13413,84647088
13414,90565324
13415,84924077
13416,83130850
13417,93786589
13418,90690651
13419,91649961
13420,80621620
13421,25070848
13422,20784304
13423,83656931
13424,96983161
13425,52686185
13426,36683387
13427,39763217
13428,54136948
13429,42505039
13430,82907523
13431,27554952
13432,90346659
13433,90500266
13434,90448136
13435,88066364
13436,52648248
13437,54685280
13438,30356554
13439,89656825
13440,53693889
13441,82467243
13442,42840370
13443,83163676
13444,90494898
13445,24675270
13446,53784662
13447,42653592
13448,90497353
13449,91209099
13450,40851738
13451,54553020
13452,70461856
13453,1562470
13454,97197578
13455,28659878
13456,90819777
13457,83502824
13458,85714984
13459,85039884
13460,13136114
13461,82800424
13462,91305298
13463,85545783
13464,88051806
13465,81182867
13466,89019381
13467,88645890
13468,90428687
13469,90532008
13470,42431369
13471,13016862
13472,90679966
13473,54908310
13474,80723149
13475,78157323
13476,29065564
13477,83682754
13478,54324126
13479,83166694
13480,23991469
13481,75104604
13482,53787099
13483,81164713
13484,90687945
13485,90004793
13486,82696013
13487,90453518
13488,59243290
13489,90753584
13490,90845326
13491,54289893
13492,22291431
13493,90494525
13494,54339182
13495,81822408
13496,79877026
13497,91063664
13498,43913414
13499,85140087
13500,89075263
13501,42363340
13502,90799462
13503,90501531
13504,24624266
13505,90291253
13506,28110801
13507,90711918
13508,91109789
13509,54040654
13510,90452877
13511,61920296
13512,24846719
13513,60361230
13514,97499166
13515,59112109
13516,89127516
13517,54235927
13518,64947426
13519,40731002
13520,69654551
13521,80020176
13522,80527462
13523,83145853
13524,91693804
13525,70472002
13526,96946862
13527,37580297
13528,20934922
13529,28883572
13530,54810914
13531,89158377
13532,38499247
13533,61846022
13534,85627320
13535,26742915
13536,79815845
13537,88148416
13538,91301188
13539,66503587
13540,91087814
13541,10242111
13542,88001980
13543,24446024
13544,85080026
13545,53121989
13546,90644587
13547,90648057
13548,90265924
13549,90582935
13550,53469067
13551,83491880
13552,81454558
13553,80616302
13554,42794684
13555,42923511
13556,39650332
13557,91497660
13558,85904767
13559,83235518
13560,90308233
13561,91166303
13562,24461256
13563,90147693
13564,59001764
13565,90216298
13566,31551231
13567,84924365
13568,28617765
13569,91770739
13570,83008823
13571,93407692
13572,47873005
13573,82397367
13574,85648330
13575,54698356
13576,54180161
13577,83603560
13578,90780822
13579,49924775
13580,36820621
13581,54652302
13582,91076703
13583,83479669
13584,91096010
13585,42967329
13586,83148280
13587,83385419
13588,83734824
13589,53718798
13590,84766176
13591,42890862
13592,27678975
13593,91029358
13594,54566144
13595,12784288
13596,24505698
13597,25097728
13598,90834600
13599,90832589
13600,82786886
13601,73939545
13602,41028116
13603,27544907
13604,87401185
13605,54575087
13606,52555888
